Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,City
04-11-2012 02:00,3.2,1.4,88,11,25,100.26,Mostly Cloudy,Jacksonville
04-11-2012 03:00,3,1.3,89,0,25,100.3,Mostly Cloudy,Fort Worth
04-11-2012 04:00,1.6,0.1,90,0,25,100.34,Mainly Clear,Columbus
04-11-2012 05:00,0.7,-0.8,90,6,24.1,100.4,Mostly Cloudy,Charlotte
04-11-2012 06:00,2.4,0.8,89,6,24.1,100.5,Mostly Cloudy,New York
04-11-2012 07:00,3.2,1.2,87,4,24.1,100.58,Cloudy,Los Angeles
04-11-2012 08:00,4.6,1.7,81,4,24.1,100.65,Cloudy,Chicago
04-11-2012 09:00,6.1,1.4,72,0,24.1,100.72,Cloudy,Houston
04-11-2012 10:00,6.7,2.2,73,4,24.1,100.76,Mostly Cloudy,Phoenix
04-11-2012 11:00,6.7,2,72,11,24.1,100.78,Cloudy,Philadelphia
04-11-2012 12:00,8.8,2.5,65,9,24.1,100.76,Mainly Clear,San Antonio
04-11-2012 13:00,11,1.9,53,4,24.1,100.74,Mostly Cloudy,San Diego
04-11-2012 14:00,8.4,0.3,57,32,24.1,100.79,Rain Showers,Dallas
04-11-2012 15:00,7.5,3.1,74,7,24.1,100.79,Mostly Cloudy,San Jose
04-11-2012 16:00,9.5,1.4,57,20,24.1,100.82,Mostly Cloudy,Austin
04-11-2012 17:00,9.3,1.3,57,33,24.1,100.91,Rain Showers,Jacksonville
04-11-2012 18:00,8.4,-0.2,55,17,24.1,100.92,Mainly Clear,Fort Worth
04-11-2012 19:00,6.4,-0.4,62,11,24.1,101,Mainly Clear,Columbus
04-11-2012 20:00,7.4,0.8,63,13,25,101.07,Mostly Cloudy,Charlotte
04-11-2012 21:00,6.9,0.9,66,7,25,101.08,Mostly Cloudy,New York
04-11-2012 22:00,3.3,-0.9,74,11,25,101.09,Mostly Cloudy,Los Angeles
04-11-2012 23:00,6.6,-0.3,61,13,25,101.11,Mostly Cloudy,Chicago
04-12-2012 00:00,5.5,-1.5,61,13,25,101.14,Mainly Clear,Houston
04-12-2012 01:00,5.8,-2.2,56,15,25,101.15,Mostly Cloudy,Phoenix
04-12-2012 02:00,4.8,-2.6,59,17,25,101.18,Mainly Clear,Philadelphia
04-12-2012 03:00,4.3,-2.8,60,13,25,101.21,Mostly Cloudy,San Antonio
04-12-2012 04:00,3.1,-3,64,13,25,101.24,Mainly Clear,San Diego
04-12-2012 05:00,3.8,-2.9,62,15,24.1,101.3,Mostly Cloudy,Dallas
04-12-2012 06:00,3.5,-2.9,63,13,48.3,101.36,Mainly Clear,San Jose
04-12-2012 07:00,4,-2.3,63,6,48.3,101.43,Mainly Clear,Austin
04-12-2012 08:00,6.5,-2.1,54,13,48.3,101.46,Mostly Cloudy,Jacksonville
04-12-2012 09:00,7.7,-1.8,51,13,48.3,101.5,Mostly Cloudy,Fort Worth
04-12-2012 10:00,8.7,-1.4,49,9,48.3,101.51,Mostly Cloudy,Columbus
04-12-2012 11:00,9.8,-1.2,46,9,48.3,101.46,Mostly Cloudy,Charlotte
04-12-2012 12:00,10.4,-1.5,43,4,48.3,101.42,Mostly Cloudy,New York
04-12-2012 13:00,10,-1,46,15,48.3,101.4,Mostly Cloudy,Los Angeles
04-12-2012 14:00,10.3,-1.1,45,13,48.3,101.38,Mostly Cloudy,Chicago
04-12-2012 15:00,11.3,-1.4,41,15,48.3,101.33,Mostly Cloudy,Houston
04-12-2012 16:00,12.4,-1.8,37,15,48.3,101.32,Mostly Cloudy,Phoenix
04-12-2012 17:00,11.4,-1.5,41,11,48.3,101.32,Mainly Clear,Philadelphia
04-12-2012 18:00,11.3,-2.2,39,17,48.3,101.33,Mainly Clear,San Antonio
04-12-2012 19:00,9.9,-1.8,44,11,48.3,101.34,Mainly Clear,San Diego
04-12-2012 20:00,9.1,-1.1,49,7,25,101.38,Mainly Clear,Dallas
04-12-2012 21:00,6.6,-0.8,59,0,25,101.39,Mainly Clear,San Jose
04-12-2012 22:00,6.7,-0.6,60,4,25,101.44,Clear,Austin
04-12-2012 23:00,5.9,-2.2,56,11,25,101.47,Clear,Jacksonville
4/13/2012 0:00,4.6,-4,54,11,25,101.49,Clear,Fort Worth
4/13/2012 1:00,4,-5.1,51,11,25,101.48,Clear,Columbus
4/13/2012 2:00,2,-5.4,58,6,25,101.5,Clear,Charlotte
4/13/2012 3:00,1.5,-5.1,61,9,25,101.52,Clear,New York
4/13/2012 4:00,1.2,-4.5,66,6,25,101.56,Clear,Los Angeles
4/13/2012 5:00,1.3,-4.1,67,6,48.3,101.6,Clear,Chicago
4/13/2012 6:00,1.8,-3.4,68,6,48.3,101.67,Clear,Houston
4/13/2012 7:00,4.1,-2.1,64,7,48.3,101.75,Mainly Clear,Phoenix
4/13/2012 8:00,6.1,-1.5,58,7,48.3,101.77,Mainly Clear,Philadelphia
4/13/2012 9:00,8,-0.8,54,13,48.3,101.73,Mainly Clear,San Antonio
4/13/2012 10:00,9.8,-1.8,44,17,48.3,101.69,Mainly Clear,San Diego
4/13/2012 11:00,12.2,-1,40,19,48.3,101.6,Mainly Clear,Dallas
4/13/2012 12:00,13.5,-3,32,24,48.3,101.52,Mainly Clear,San Jose
4/13/2012 13:00,14.7,-6.1,23,24,48.3,101.48,Mainly Clear,Austin
4/13/2012 14:00,15,-5.6,24,22,48.3,101.36,Mainly Clear,Jacksonville
4/13/2012 15:00,15.9,-4.9,24,32,48.3,101.27,Mainly Clear,Fort Worth
4/13/2012 16:00,16.1,-5.2,23,30,48.3,101.22,Mostly Cloudy,Columbus
4/13/2012 17:00,15,-4.3,26,28,48.3,101.22,Cloudy,Charlotte
4/13/2012 18:00,14.3,-5.1,26,22,48.3,101.24,Cloudy,New York
4/13/2012 19:00,13.6,-6.8,24,19,48.3,101.25,Mostly Cloudy,Los Angeles
4/13/2012 20:00,12.2,-5.9,28,15,25,101.31,Mostly Cloudy,Chicago
4/13/2012 21:00,11.7,-5.1,30,19,25,101.32,Mainly Clear,Houston
4/13/2012 22:00,10.3,-1.3,44,20,25,101.36,Mainly Clear,Phoenix
4/13/2012 23:00,9.1,-1.3,48,20,25,101.37,Mainly Clear,Philadelphia
4/14/2012 0:00,7.9,-1.6,51,22,25,101.35,Clear,San Antonio
4/14/2012 1:00,7.5,-1.8,52,11,25,101.35,Clear,San Diego
4/14/2012 2:00,6.8,-1.8,54,17,25,101.34,Clear,Dallas
4/14/2012 3:00,5.4,-1,63,19,25,101.36,Mainly Clear,San Jose
4/14/2012 4:00,5.7,-0.5,64,11,25,101.35,Mainly Clear,Austin
4/14/2012 5:00,6.2,0,64,17,25,101.36,Mostly Cloudy,Jacksonville
4/14/2012 6:00,6.7,-0.9,58,19,24.1,101.42,Mostly Cloudy,Fort Worth
4/14/2012 7:00,7.5,-1.2,54,20,48.3,101.49,Mostly Cloudy,Columbus
4/14/2012 8:00,9.2,-0.5,51,19,48.3,101.46,Mostly Cloudy,Charlotte
4/14/2012 9:00,10.8,-0.3,46,20,48.3,101.45,Mostly Cloudy,New York
4/14/2012 10:00,12.8,-0.2,41,26,48.3,101.38,Cloudy,Los Angeles
4/14/2012 11:00,13.8,-0.8,37,24,48.3,101.28,Cloudy,Chicago
4/14/2012 12:00,15.3,-0.3,34,24,48.3,101.21,Cloudy,Houston
4/14/2012 13:00,14.8,-1.1,34,26,48.3,101.2,Cloudy,Phoenix
4/14/2012 14:00,14.7,-0.7,35,17,48.3,101.08,Cloudy,Philadelphia
4/14/2012 15:00,15.6,-3,28,20,48.3,101.02,Cloudy,San Antonio
4/14/2012 16:00,15.9,-3.5,26,19,48.3,100.98,Cloudy,San Diego
4/14/2012 17:00,15.4,-3.1,28,24,48.3,101,Mostly Cloudy,Dallas
4/14/2012 18:00,14.5,-2.7,30,13,48.3,100.95,Mostly Cloudy,San Jose
4/14/2012 19:00,11.9,-0.6,42,7,48.3,100.91,Mostly Cloudy,Austin
4/14/2012 20:00,12.8,-0.9,39,7,25,100.9,Mostly Cloudy,Jacksonville
4/14/2012 21:00,12,0,44,7,25,100.86,Mostly Cloudy,Fort Worth
4/14/2012 22:00,11,0.1,47,9,25,100.82,Mostly Cloudy,Columbus
4/14/2012 23:00,11.6,0.3,46,9,25,100.76,Mostly Cloudy,Charlotte
4/15/2012 0:00,12.9,0.1,41,9,25,100.77,Mostly Cloudy,New York
4/15/2012 1:00,13.1,0.6,42,13,25,100.74,Mostly Cloudy,Los Angeles
4/15/2012 2:00,12.4,1.8,48,15,25,100.7,Mostly Cloudy,Chicago
4/15/2012 3:00,11.3,2.3,54,15,25,100.7,Clear,Houston
4/15/2012 4:00,10.9,4.3,64,15,25,100.72,Clear,Phoenix
4/15/2012 5:00,9.9,4.5,69,6,25,100.72,Clear,Philadelphia
4/15/2012 6:00,10.6,5.4,70,13,24.1,100.74,Mainly Clear,San Antonio
4/15/2012 7:00,11.7,6.2,69,9,24.1,100.81,Cloudy,San Diego
4/15/2012 8:00,13.5,8,69,11,24.1,100.84,Cloudy,Dallas
4/15/2012 9:00,14.1,8.9,71,26,24.1,100.79,Cloudy,San Jose
4/15/2012 10:00,15.5,9.4,67,32,24.1,100.72,Cloudy,Austin
4/15/2012 11:00,17.3,9.7,61,28,24.1,100.68,Mainly Clear,Jacksonville
4/15/2012 12:00,18.4,10.1,58,28,48.3,100.65,Mainly Clear,Fort Worth
4/15/2012 13:00,19.8,10.1,54,32,48.3,100.68,Mostly Cloudy,Columbus
4/15/2012 14:00,19.4,10.1,55,26,24.1,100.68,Mostly Cloudy,Charlotte
4/15/2012 15:00,18.1,10.6,62,24,48.3,100.65,Mostly Cloudy,New York
4/15/2012 16:00,17.5,10.9,65,22,48.3,100.69,Cloudy,Los Angeles
4/15/2012 17:00,17,11,68,20,24.1,100.73,Cloudy,Chicago
4/15/2012 18:00,16.6,11.2,70,20,24.1,100.77,Cloudy,Houston
4/15/2012 19:00,16.3,11.5,73,17,24.1,100.78,Cloudy,Phoenix
4/15/2012 20:00,15.5,11,75,11,25,100.8,Cloudy,Philadelphia
4/15/2012 21:00,14.6,10.5,76,6,25,100.83,Mostly Cloudy,San Antonio
4/15/2012 22:00,14.8,10.6,76,6,25,100.82,Cloudy,San Diego
4/15/2012 23:00,14.9,11.1,78,13,25,100.74,Cloudy,Dallas
4/16/2012 0:00,15.7,11.6,77,17,25,100.77,Cloudy,San Jose
4/16/2012 1:00,14.6,12.8,89,9,8,100.7,Rain Showers,Austin
4/16/2012 2:00,14.9,13.3,90,4,9.7,100.66,Rain Showers,Jacksonville
4/16/2012 3:00,14.4,12.8,90,9,25,100.66,Cloudy,Fort Worth
4/16/2012 4:00,15.2,12.6,84,11,25,100.66,Cloudy,Columbus
4/16/2012 5:00,15.3,12.3,82,13,25,100.64,Cloudy,Charlotte
4/16/2012 6:00,15.7,12,79,15,24.1,100.61,Cloudy,New York
4/16/2012 7:00,17,12.8,76,17,24.1,100.55,Cloudy,Los Angeles
4/16/2012 8:00,19.3,13.5,69,17,24.1,100.52,Mostly Cloudy,Chicago
4/16/2012 9:00,22.2,13.6,58,15,24.1,100.52,Mostly Cloudy,Houston
4/16/2012 10:00,24.9,12.8,47,22,24.1,100.44,Cloudy,Phoenix
4/16/2012 11:00,24.1,12.1,47,22,24.1,100.44,Cloudy,Philadelphia
4/16/2012 12:00,24.8,11.7,44,30,24.1,100.39,Cloudy,San Antonio
4/16/2012 13:00,25.4,12.3,44,22,24.1,100.36,Cloudy,San Diego
4/16/2012 14:00,26.6,12.4,41,24,24.1,100.26,Cloudy,Dallas
4/16/2012 15:00,27.4,11.5,37,28,24.1,100.12,Mostly Cloudy,San Jose
4/16/2012 16:00,27.8,11.6,37,26,48.3,100.06,Mostly Cloudy,Austin
4/16/2012 17:00,27.3,11.5,37,26,48.3,100.03,Mainly Clear,Jacksonville
4/16/2012 18:00,26.7,11.3,38,11,48.3,99.99,Mostly Cloudy,Fort Worth
4/16/2012 19:00,26.4,11.9,40,20,16.1,100.1,Rain Showers,Columbus
4/16/2012 20:00,20.5,15.6,73,4,25,100.22,Mostly Cloudy,Charlotte
4/16/2012 21:00,19.3,15.8,80,13,25,100.26,Mostly Cloudy,New York
4/16/2012 22:00,19.4,14.7,74,24,25,100.25,Rain Showers,Los Angeles
4/16/2012 23:00,19.5,14.2,71,30,25,100.31,Mostly Cloudy,Chicago
4/17/2012 0:00,19,11.6,62,28,25,100.34,Mainly Clear,Houston
4/17/2012 1:00,18.9,9.6,55,35,25,100.42,Mainly Clear,Phoenix
4/17/2012 2:00,17.4,4.7,43,30,25,100.51,Mainly Clear,Philadelphia
4/17/2012 3:00,15.4,6.3,55,37,25,100.61,Mainly Clear,San Antonio
4/17/2012 4:00,14.5,6.1,57,37,25,100.8,Mainly Clear,San Diego
4/17/2012 5:00,13.5,5.9,60,33,48.3,100.99,Mostly Cloudy,Dallas
4/17/2012 6:00,11.9,2.3,52,37,48.3,101.19,Mainly Clear,San Jose
4/17/2012 7:00,10.9,1.9,54,48,48.3,101.32,Mainly Clear,Austin
4/17/2012 8:00,10.2,0.6,51,43,48.3,101.42,Mainly Clear,Jacksonville
4/17/2012 9:00,10.2,-1.1,45,44,48.3,101.5,Mainly Clear,Fort Worth
4/17/2012 10:00,10.9,-1.3,43,41,48.3,101.51,Mainly Clear,Columbus
4/17/2012 11:00,11.5,-1,42,30,48.3,101.57,Mostly Cloudy,Charlotte
4/17/2012 12:00,12,-0.8,41,37,48.3,101.58,Mostly Cloudy,New York
4/17/2012 13:00,12.2,-0.2,42,32,48.3,101.61,Mainly Clear,Los Angeles
4/17/2012 14:00,12.6,-0.3,41,35,48.3,101.64,Mostly Cloudy,Chicago
4/17/2012 15:00,12.7,-0.5,40,30,48.3,101.63,Mainly Clear,Houston
4/17/2012 16:00,11.6,-1.2,41,32,48.3,101.69,Mainly Clear,Phoenix
4/17/2012 17:00,11.1,-1.7,41,24,48.3,101.72,Mostly Cloudy,Philadelphia
4/17/2012 18:00,9.5,-2.8,42,24,48.3,101.79,Mostly Cloudy,San Antonio
4/17/2012 19:00,8.5,-4.1,41,28,24.1,101.89,Mostly Cloudy,San Diego
4/17/2012 20:00,7.4,-5.1,41,19,25,102.04,Mostly Cloudy,Dallas
4/17/2012 21:00,6.1,-5.6,43,17,25,102.12,Mostly Cloudy,San Jose
4/17/2012 22:00,5.4,-5.4,46,11,25,102.17,Mostly Cloudy,Austin
4/17/2012 23:00,3.9,-4.8,53,17,25,102.17,Mostly Cloudy,Jacksonville
4/18/2012 0:00,2.9,-5.1,56,13,25,102.2,Clear,Fort Worth
4/18/2012 1:00,2.4,-5.7,55,15,25,102.18,Clear,Columbus
4/18/2012 2:00,0.9,-6.5,58,15,25,102.22,Clear,Charlotte
4/18/2012 3:00,1.1,-7,55,11,25,102.25,Clear,New York
4/18/2012 4:00,0.4,-7,58,9,25,102.29,Clear,Los Angeles
4/18/2012 5:00,-1,-7,64,11,48.3,102.34,Clear,Chicago
4/18/2012 6:00,0.9,-6.3,59,9,48.3,102.41,Clear,Houston
4/18/2012 7:00,2.5,-6.2,53,13,48.3,102.44,Clear,Phoenix
4/18/2012 8:00,3.3,-5.9,51,11,48.3,102.43,Clear,Philadelphia
4/18/2012 9:00,4.5,-5.7,47,9,48.3,102.41,Clear,San Antonio
4/18/2012 10:00,5.3,-5.1,47,9,48.3,102.36,Clear,San Diego
4/18/2012 11:00,6.9,-3.4,48,6,48.3,102.24,Clear,Dallas
4/18/2012 12:00,7.3,-4.6,43,11,48.3,102.13,Mainly Clear,San Jose
4/18/2012 13:00,8.6,-3.3,43,15,48.3,102.05,Mainly Clear,Austin
4/18/2012 14:00,9.3,-3.2,41,7,48.3,101.97,Mainly Clear,Jacksonville
4/18/2012 15:00,10.4,-3.2,38,11,48.3,101.86,Mainly Clear,Fort Worth
4/18/2012 16:00,10.3,-3.6,37,9,48.3,101.8,Mainly Clear,Columbus
4/18/2012 17:00,10.2,-4.1,36,13,48.3,101.75,Mainly Clear,Charlotte
4/18/2012 18:00,10,-5.5,33,7,48.3,101.7,Mainly Clear,New York
4/18/2012 19:00,8.4,-3.9,42,9,48.3,101.66,Mainly Clear,Los Angeles
4/18/2012 20:00,7.6,-4,44,7,25,101.62,Mainly Clear,Chicago
4/18/2012 21:00,7.9,-4.2,42,4,25,101.56,Mostly Cloudy,Houston
4/18/2012 22:00,8.4,-4.1,41,0,25,101.53,Mostly Cloudy,Phoenix
4/18/2012 23:00,6.8,-2.6,51,6,25,101.5,Mainly Clear,Philadelphia
4/19/2012 0:00,6.5,-2.7,52,4,25,101.44,Mainly Clear,San Antonio
4/19/2012 1:00,5.5,-2.7,55,6,25,101.42,Clear,San Diego
4/19/2012 2:00,3.3,-2.8,64,7,25,101.33,Clear,Dallas
4/19/2012 3:00,4.4,-3.3,57,4,25,101.28,Mainly Clear,San Jose
4/19/2012 4:00,3.4,-3.2,62,0,25,101.27,Mainly Clear,Austin
4/19/2012 5:00,3.4,-2.9,63,4,24.1,101.25,Mainly Clear,Jacksonville
4/19/2012 6:00,4.7,-0.8,67,4,48.3,101.28,Mostly Cloudy,Fort Worth
4/19/2012 7:00,7.1,-0.4,59,4,48.3,101.24,Mostly Cloudy,Columbus
4/19/2012 8:00,8.6,-1.1,50,7,48.3,101.18,Mostly Cloudy,Charlotte
4/19/2012 9:00,11.8,-0.5,43,7,48.3,101.14,Mainly Clear,New York
4/19/2012 10:00,14,-0.4,37,13,48.3,101.05,Mainly Clear,Los Angeles
4/19/2012 11:00,15.8,0.5,35,19,48.3,101.02,Mostly Cloudy,Chicago
4/19/2012 12:00,16.6,0.9,35,15,48.3,100.95,Mostly Cloudy,Houston
4/19/2012 13:00,18.4,1.7,33,20,48.3,100.88,Mostly Cloudy,Phoenix
4/19/2012 14:00,19.3,2.6,33,17,48.3,100.78,Mostly Cloudy,Philadelphia
4/19/2012 15:00,20.2,3.9,34,28,48.3,100.69,Mostly Cloudy,San Antonio
4/19/2012 16:00,20.7,4,33,26,48.3,100.65,Mostly Cloudy,San Diego
4/19/2012 17:00,20,4.3,36,24,48.3,100.62,Mainly Clear,Dallas
4/19/2012 18:00,18.7,4.5,39,22,48.3,100.63,Mainly Clear,San Jose
4/19/2012 19:00,18,4.1,40,15,48.3,100.69,Mainly Clear,Austin
4/19/2012 20:00,16.6,4.5,45,17,25,100.73,Mainly Clear,Jacksonville
4/19/2012 21:00,16.1,4.5,46,11,25,100.72,Clear,Fort Worth
4/19/2012 22:00,13.9,4.8,54,13,25,100.73,Mainly Clear,Columbus
4/19/2012 23:00,12.6,4.6,58,9,25,100.78,Mainly Clear,Charlotte
4/20/2012 0:00,12.5,2.5,50,19,25,100.88,Mainly Clear,New York
4/20/2012 1:00,10.9,1.8,53,19,25,100.91,Clear,Los Angeles
4/20/2012 2:00,9.9,1.3,55,20,25,100.94,Mainly Clear,Chicago
4/20/2012 3:00,9.1,1.5,59,15,25,101,Mainly Clear,Houston
4/20/2012 4:00,8.8,1.1,58,19,25,101.02,Mainly Clear,Phoenix
4/20/2012 5:00,8.7,-0.6,52,22,25,101.04,Mostly Cloudy,Philadelphia
4/20/2012 6:00,7.8,-0.4,56,28,24.1,101.11,Mostly Cloudy,San Antonio
4/20/2012 7:00,6.9,0.3,63,22,24.1,101.17,Rain Showers,San Diego
4/20/2012 8:00,6.1,1.4,72,26,24.1,101.12,Cloudy,Dallas
4/20/2012 9:00,6.3,1.4,71,19,48.3,101.13,Cloudy,San Jose
4/20/2012 10:00,6.6,1.6,70,24,24.1,101.07,Rain,Austin
4/20/2012 11:00,6.9,1,66,20,24.1,101.06,Cloudy,Jacksonville
4/20/2012 12:00,7.2,1.7,68,26,24.1,100.98,Rain Showers,Fort Worth
4/20/2012 13:00,7.5,2,68,24,24.1,100.91,Rain Showers,Columbus
4/20/2012 14:00,9.6,3.2,64,24,24.1,100.8,Cloudy,Charlotte
4/20/2012 15:00,9.5,3,64,24,24.1,100.7,Cloudy,New York
4/20/2012 16:00,8.4,2.9,68,33,24.1,100.67,Cloudy,Los Angeles
4/20/2012 17:00,7.8,2.6,70,26,24.1,100.59,Cloudy,Chicago
4/20/2012 18:00,7.4,2.9,73,28,24.1,100.54,Cloudy,Houston
4/20/2012 19:00,7,3.2,77,26,24.1,100.5,Cloudy,Phoenix
4/20/2012 20:00,6.9,3.5,79,24,25,100.46,Cloudy,Philadelphia
4/20/2012 21:00,6.6,3.5,81,17,25,100.35,Cloudy,San Antonio
4/20/2012 22:00,6.5,3.4,81,17,25,100.32,Cloudy,San Diego
4/20/2012 23:00,6.6,3.5,81,20,25,100.27,Cloudy,Dallas
4/21/2012 0:00,6.3,3.7,83,19,25,100.18,Cloudy,San Jose
4/21/2012 1:00,6.4,4,85,15,25,100.13,Cloudy,Austin
4/21/2012 2:00,5.7,3.5,86,19,25,100.21,Cloudy,Jacksonville
4/21/2012 3:00,5.5,3.3,86,20,25,100.21,Cloudy,Fort Worth
4/21/2012 4:00,5.7,3.4,85,13,25,100.2,Cloudy,Columbus
4/21/2012 5:00,6,3.5,84,7,25,100.32,Cloudy,Charlotte
4/21/2012 6:00,6.2,3.4,82,15,25,100.36,Cloudy,New York
4/21/2012 7:00,6.4,3.3,81,17,25,100.38,Rain Showers,Los Angeles
4/21/2012 8:00,6.2,3.3,82,17,24.1,100.42,Cloudy,Chicago
4/21/2012 9:00,5.5,3.4,86,19,24.1,100.49,Rain Showers,Houston
4/21/2012 10:00,5.5,3.3,86,17,9.7,100.53,"Rain,Fog",Phoenix
4/21/2012 11:00,5.6,3.5,86,11,12.9,100.59,Rain,Philadelphia
4/21/2012 12:00,5.5,3.3,86,15,9.7,100.61,"Rain,Fog",San Antonio
4/21/2012 13:00,6.1,3.7,85,19,24.1,100.65,Rain,San Diego
4/21/2012 14:00,6.1,3.9,86,19,16.1,100.69,Rain,Dallas
4/21/2012 15:00,5.7,3.3,85,17,16.1,100.73,Rain,San Jose
4/21/2012 16:00,5.3,2.5,82,19,16.1,100.8,Rain,Austin
4/21/2012 17:00,4.8,2.6,86,17,16.1,100.84,Rain,Jacksonville
4/21/2012 18:00,3.8,1.6,86,24,16.1,100.96,Rain,Fort Worth
4/21/2012 19:00,3.4,1,84,20,19.3,100.96,Rain,Columbus
4/21/2012 20:00,2.6,0.5,86,24,16.1,101.06,Rain,Charlotte
4/21/2012 21:00,2.6,0.3,85,26,25,101.06,Rain,New York
4/21/2012 22:00,1.9,-0.2,86,19,19.3,101.04,Rain,Los Angeles
4/21/2012 23:00,1.6,-0.3,87,13,25,101.08,Rain,Chicago
4/22/2012 0:00,1.5,-0.6,86,24,25,101.04,Rain,Houston
4/22/2012 1:00,1.4,-0.5,87,17,25,101.06,"Rain,Snow",Phoenix
4/22/2012 2:00,0.6,-1,89,13,9.7,101.07,"Rain,Snow",Philadelphia
4/22/2012 3:00,0.8,-0.8,89,15,25,101.05,"Rain,Snow",San Antonio
4/22/2012 4:00,1.2,-0.3,90,11,25,101.05,Rain,San Diego
4/22/2012 5:00,1.8,-0.3,86,19,25,101.06,Rain,Dallas
4/22/2012 6:00,1.9,-0.3,85,19,24.1,101.1,Cloudy,San Jose
4/22/2012 7:00,2.4,-0.5,81,20,24.1,101.17,Cloudy,Austin
4/22/2012 8:00,2.8,-1.1,75,20,24.1,101.24,Cloudy,Jacksonville
4/22/2012 9:00,3.3,-1,73,28,24.1,101.27,Cloudy,Fort Worth
4/22/2012 10:00,4,-0.3,74,22,48.3,101.3,Cloudy,Columbus
4/22/2012 11:00,4.6,-0.2,71,22,48.3,101.24,Cloudy,Charlotte
4/22/2012 12:00,5,-0.5,68,24,48.3,101.22,Cloudy,New York
4/22/2012 13:00,5.2,-0.4,67,20,48.3,101.3,Cloudy,Los Angeles
4/22/2012 14:00,5.9,-0.1,65,22,48.3,101.27,Cloudy,Chicago
4/22/2012 15:00,6,-0.6,63,28,48.3,101.2,Cloudy,Houston
4/22/2012 16:00,6.4,0,64,22,48.3,101.2,Cloudy,Phoenix
4/22/2012 17:00,6.3,-0.3,63,26,48.3,101.17,Cloudy,Philadelphia
4/22/2012 18:00,6.5,0,63,24,48.3,101.13,Cloudy,San Antonio
4/22/2012 19:00,6.1,0.4,67,32,24.1,101.16,Cloudy,San Diego
4/22/2012 20:00,5.3,-0.6,66,32,25,101.19,Cloudy,Dallas
4/22/2012 21:00,4.3,-1,68,35,25,101.07,Rain,San Jose
4/22/2012 22:00,2.8,-1.1,75,32,25,101.05,Rain,Austin
4/22/2012 23:00,2,-0.7,82,41,19.3,100.89,Rain,Jacksonville
4/23/2012 0:00,1.9,-0.8,82,46,19.3,100.73,Rain,Fort Worth
4/23/2012 1:00,1.1,-1.1,85,44,11.3,100.59,"Rain,Snow",Columbus
4/23/2012 2:00,1.1,-1.1,85,44,25,100.32,"Rain,Snow",Charlotte
4/23/2012 3:00,1.7,-0.7,84,52,25,100.11,"Rain,Snow",New York
4/23/2012 4:00,2,-0.7,82,44,25,99.82,Rain,Los Angeles
4/23/2012 5:00,1.9,-0.2,86,46,8,99.74,Rain,Chicago
4/23/2012 6:00,2.1,-0.3,84,52,16.1,99.66,Rain,Houston
4/23/2012 7:00,2.3,-0.4,82,48,24.1,99.52,Rain,Phoenix
4/23/2012 8:00,2.8,0.3,84,48,19.3,99.4,Rain,Philadelphia
4/23/2012 9:00,3.1,0.6,84,44,12.9,99.29,Rain,San Antonio
4/23/2012 10:00,3.7,1.1,83,46,24.1,99.23,Cloudy,San Diego
4/23/2012 11:00,4.1,1.7,84,48,19.3,99.15,Cloudy,Dallas
4/23/2012 12:00,4.6,1.9,83,46,24.1,99.09,Cloudy,San Jose
4/23/2012 13:00,5,2.4,83,41,24.1,99.06,Cloudy,Austin
4/23/2012 14:00,5.3,2.2,80,44,24.1,98.97,Cloudy,Jacksonville
4/23/2012 15:00,5.7,2.4,79,43,24.1,98.9,Cloudy,Fort Worth
4/23/2012 16:00,5.6,2.4,80,39,24.1,98.81,Cloudy,Columbus
4/23/2012 17:00,5.9,2.9,81,35,24.1,98.8,Cloudy,Charlotte
4/23/2012 18:00,5.9,2.8,80,43,24.1,98.66,Cloudy,New York
4/23/2012 19:00,5.4,3.2,86,39,9.7,98.61,"Rain,Fog",Los Angeles
4/23/2012 20:00,5.7,3.6,86,41,25,98.54,Cloudy,Chicago
4/23/2012 21:00,5.6,3.5,86,37,25,98.51,Rain,Houston
4/23/2012 22:00,5.5,3.7,88,19,25,98.58,Cloudy,Phoenix
4/23/2012 23:00,5.6,3.9,89,9,25,98.64,Cloudy,Philadelphia
4/24/2012 0:00,5.7,4.2,90,13,25,98.6,Cloudy,San Antonio
4/24/2012 1:00,6.7,5.1,90,7,16.1,98.56,Cloudy,San Diego
4/24/2012 2:00,6.1,4.5,89,6,9.7,98.5,Fog,Dallas
4/24/2012 3:00,7,5.5,90,15,12.9,98.53,Cloudy,San Jose
4/24/2012 4:00,7.5,4.2,80,19,25,98.51,Rain Showers,Austin
4/24/2012 5:00,7.1,3.1,76,19,24.1,98.47,Cloudy,Jacksonville
4/24/2012 6:00,6.8,3.4,79,19,19.3,98.51,Rain Showers,Fort Worth
4/24/2012 7:00,5.5,3,84,13,11.3,98.6,Rain Showers,Columbus
4/24/2012 8:00,6.6,3.7,82,13,24.1,98.63,Rain Showers,Charlotte
4/24/2012 9:00,7.7,1.4,64,17,48.3,98.64,Mostly Cloudy,New York
4/24/2012 10:00,7.2,1.2,66,19,24.1,98.72,Rain Showers,Los Angeles
4/24/2012 11:00,8.8,1.2,59,26,24.1,98.78,Mostly Cloudy,Chicago
4/24/2012 12:00,8.9,3.6,69,17,24.1,98.82,Mostly Cloudy,Houston
